"pair_id","guide_1","guide_2","cut_1","cut_2","deletion_bp","mean_score"
"pair_2879","spacer_185","spacer_191",7674958,7675076,118,0.5021059881267
"pair_3896","spacer_228","spacer_254",7676024,7676124,100,0.502044828354452
"pair_4525","spacer_285","spacer_299",7676263,7676580,317,0.502013427165817
"pair_4148","spacer_242","spacer_296",7676089,7676555,466,0.501984848307143
"pair_2964","spacer_188","spacer_189",7674971,7675057,86,0.501943633990118
"pair_4421","spacer_274","spacer_280",7676192,7676227,35,0.501941591955302
"pair_2886","spacer_185","spacer_198",7674958,7675125,167,0.501826347622148
"pair_2009","spacer_161","spacer_202",7674221,7675142,921,0.501788099859012
"pair_1847","spacer_158","spacer_189",7674205,7675057,852,0.501741680178926
"pair_4448","spacer_275","spacer_297",7676193,7676556,363,0.50167926788143
"pair_2312","spacer_168","spacer_171",7674262,7674290,28,0.501617074765621
"pair_450","spacer_81","spacer_106",7669767,7670664,897,0.501548331368302
"pair_3802","spacer_225","spacer_278",7675998,7676232,234,0.501515082345508
"pair_1805","spacer_157","spacer_197",7674200,7675106,906,0.501508691846501
"pair_441","spacer_81","spacer_95",7669767,7670634,867,0.501478565908164
"pair_1242","spacer_134","spacer_141",7673714,7673746,32,0.5014642974796
"pair_3125","spacer_193","spacer_200",7675078,7675131,53,0.500987888767606
"pair_3386","spacer_202","spacer_224",7675142,7675227,85,0.500908729893116
"pair_2482","spacer_171","spacer_210",7674290,7675156,866,0.500529025405198
"pair_446","spacer_81","spacer_101",7669767,7670651,884,0.500443688693882
"pair_2602","spacer_174","spacer_214",7674862,7675183,321,0.500325567609768
"pair_4205","spacer_254","spacer_300",7676124,7676593,469,0.500183886644637
"pair_4522","spacer_285","spacer_292",7676263,7676527,264,0.500147385773708
"pair_2919","spacer_186","spacer_202",7674959,7675142,183,0.500145527647551
"pair_3600","spacer_212","spacer_254",7675178,7676124,946,0.500075678972413
"pair_644","spacer_106","spacer_111",7670664,7670708,44,0.500074253191199
"pair_3344","spacer_200","spacer_228",7675131,7676024,893,0.500048609345991
"pair_596","spacer_95","spacer_111",7670634,7670708,74,0.500004487731062
"pair_824","spacer_117","spacer_171",7673536,7674290,754,0.500003300960406
"pair_2569","spacer_174","spacer_179",7674862,7674917,55,0.499778445394862
"pair_439","spacer_81","spacer_93",7669767,7670632,865,0.499604938291827
"pair_2137","spacer_164","spacer_187",7674234,7674960,726,0.49955395072684
"pair_1383","spacer_140","spacer_162",7673745,7674217,472,0.499301902676526
"pair_1070","spacer_124","spacer_144",7673576,7673769,193,0.499272698256765
"pair_4144","spacer_242","spacer_286",7676089,7676264,175,0.499243823528768
"pair_1140","spacer_128","spacer_140",7673597,7673745,148,0.499194453004526
"pair_3683","spacer_216","spacer_231",7675188,7676037,849,0.499024852065943
"pair_2187","spacer_165","spacer_189",7674237,7675057,820,0.498986018521831
"pair_1640","spacer_153","spacer_164",7673828,7674234,406,0.498979065779319
"pair_628","spacer_101","spacer_111",7670651,7670708,57,0.498969610516779
"pair_2450","spacer_171","spacer_175",7674290,7674870,580,0.498843371800116
"pair_3015","spacer_189","spacer_216",7675057,7675188,131,0.498835117170202
"pair_2092","spacer_163","spacer_189",7674224,7675057,833,0.498359125274377
"pair_1774","spacer_157","spacer_164",7674200,7674234,34,0.498308316382504
"pair_580","spacer_93","spacer_111",7670632,7670708,76,0.498130860114724
"pair_3333","spacer_200","spacer_212",7675131,7675178,47,0.498079459963953
"pair_3946","spacer_229","spacer_280",7676039,7676227,188,0.498030334274003
"pair_1755","spacer_156","spacer_199",7674196,7675136,940,0.498026166521854
"pair_913","spacer_120","spacer_136",7673563,7673716,153,0.49801274464881
"pair_2481","spacer_171","spacer_209",7674290,7675155,865,0.497962885968972
"pair_2499","spacer_172","spacer_187",7674863,7674960,97,0.497836577125336
"pair_4107","spacer_241","spacer_278",7676088,7676232,144,0.497835096066154
"pair_2829","spacer_183","spacer_199",7674941,7675136,195,0.497504236261235
"pair_1760","spacer_156","spacer_204",7674196,7675149,953,0.497499998527471
"pair_4414","spacer_273","spacer_297",7676198,7676556,358,0.497479006156087
"pair_4252","spacer_258","spacer_299",7676135,7676580,445,0.49747740923812
"pair_1959","spacer_160","spacer_199",7674210,7675136,926,0.4974439118272
"pair_4189","spacer_254","spacer_275",7676124,7676193,69,0.497378451384839
"pair_2885","spacer_185","spacer_197",7674958,7675106,148,0.497344994295488
"pair_60","spacer_26","spacer_42",7667176,7667311,135,0.497161192019524
"pair_1187","spacer_129","spacer_153",7673598,7673828,230,0.497120054079351
"pair_3484","spacer_207","spacer_214",7675153,7675183,30,0.497100237136074
"pair_4016","spacer_231","spacer_284",7676037,7676258,221,0.49702650137862
"pair_2834","spacer_183","spacer_204",7674941,7675149,208,0.496978068266852
"pair_4507","spacer_282","spacer_299",7676253,7676580,327,0.496953371125083
"pair_1964","spacer_160","spacer_204",7674210,7675149,939,0.496917743832817
"pair_2730","spacer_180","spacer_191",7674926,7675076,150,0.496762669345758
"pair_1782","spacer_157","spacer_172",7674200,7674863,663,0.496590942781
"pair_2711","spacer_179","spacer_207",7674917,7675153,236,0.496553114921168
"pair_2737","spacer_180","spacer_198",7674926,7675125,199,0.496483028841206
"pair_957","spacer_121","spacer_145",7673559,7673772,213,0.49647316079734
"pair_2657","spacer_176","spacer_189",7674871,7675057,186,0.496468457287132
"pair_1191","spacer_129","spacer_157",7673598,7674200,602,0.496449304682536
"pair_1572","spacer_149","spacer_168",7673783,7674262,479,0.496313842486339
"pair_3302","spacer_198","spacer_242",7675125,7676089,964,0.4960227011966
"pair_242","spacer_71","spacer_81",7669705,7669767,62,0.495773384870319
"pair_733","spacer_113","spacer_166",7673251,7674238,987,0.495706992086319
"pair_920","spacer_120","spacer_146",7673563,7673779,216,0.495660136672277
"pair_2237","spacer_166","spacer_191",7674238,7675076,838,0.495647783719639
"pair_4249","spacer_258","spacer_292",7676135,7676527,392,0.495611367846011
"pair_943","spacer_120","spacer_169",7673563,7674266,703,0.495567284201714
"pair_2466","spacer_171","spacer_193",7674290,7675078,788,0.495503765480853
"pair_324","spacer_74","spacer_83",7669735,7669772,37,0.49537700876925
"pair_2384","spacer_169","spacer_200",7674266,7675131,865,0.49537200222875
"pair_2244","spacer_166","spacer_198",7674238,7675125,887,0.495368143215087
"pair_3522","spacer_208","spacer_231",7675154,7676037,883,0.495322387111036
"pair_1067","spacer_124","spacer_140",7673576,7673745,169,0.495259110743379
"pair_982","spacer_121","spacer_170",7673559,7674269,710,0.495249405472177
"pair_3008","spacer_189","spacer_208",7675057,7675154,97,0.495132652215295
"pair_4397","spacer_272","spacer_297",7676186,7676556,370,0.495098512920558
"pair_4504","spacer_282","spacer_292",7676253,7676527,274,0.495087329732975
"pair_114","spacer_40","spacer_56",7667305,7667403,98,0.494953737127024
"pair_4089","spacer_236","spacer_297",7676059,7676556,497,0.494891146261565
"pair_1421","spacer_142","spacer_144",7673747,7673769,22,0.494755039580859
"pair_802","spacer_117","spacer_149",7673536,7673783,247,0.494700068681124
"pair_4535","spacer_287","spacer_296",7676265,7676555,290,0.494646868833865
"pair_2045","spacer_162","spacer_189",7674217,7675057,840,0.494514767746111
"pair_4515","spacer_283","spacer_301",7676254,7676591,337,0.494471796198648
"pair_845","spacer_118","spacer_147",7673537,7673788,251,0.4943472874017
"pair_4046","spacer_235","spacer_280",7676055,7676227,172,0.494291599960314
"pair_3961","spacer_230","spacer_242",7676040,7676089,49,0.494251471349977
"pair_694","spacer_113","spacer_119",7673251,7673559,308,0.494199024447862
"pair_3731","spacer_219","spacer_231",7675202,7676037,835,0.494173146000477
"pair_2135","spacer_164","spacer_185",7674234,7674958,724,0.49414461883149
"pair_1759","spacer_156","spacer_203",7674196,7675143,947,0.494042844584158
"pair_3017","spacer_189","spacer_219",7675057,7675202,145,0.493983411104736
"pair_2423","spacer_170","spacer_194",7674269,7675079,810,0.493911775337357
"pair_1518","spacer_147","spacer_156",7673788,7674196,408,0.493760160485581
"pair_866","spacer_118","spacer_168",7673537,7674262,725,0.493755021012556
"pair_2812","spacer_182","spacer_214",7674944,7675183,239,0.493714911270274
"pair_1731","spacer_156","spacer_173",7674196,7674859,663,0.493704158498701
"pair_3400","spacer_202","spacer_256",7675142,7676127,985,0.493523575095845
"pair_2833","spacer_183","spacer_203",7674941,7675143,202,0.493520914323538
"pair_1963","spacer_160","spacer_203",7674210,7675143,933,0.493460589889503
"pair_3174","spacer_194","spacer_225",7675079,7675998,919,0.493350338030742
"pair_728","spacer_113","spacer_161",7673251,7674221,970,0.493328701923497
"pair_1998","spacer_161","spacer_191",7674221,7675076,855,0.493269493556816
"pair_2534","spacer_173","spacer_183",7674859,7674941,82,0.493182228238081
"pair_4187","spacer_254","spacer_273",7676124,7676198,74,0.493178189659496
"pair_1522","spacer_147","spacer_160",7673788,7674210,422,0.493177905790926
"pair_1726","spacer_156","spacer_168",7674196,7674262,66,0.493167894096437
"pair_2687","spacer_179","spacer_182",7674917,7674944,27,0.493167789055368
"pair_1935","spacer_160","spacer_173",7674210,7674859,649,0.493121903804047
"pair_4004","spacer_231","spacer_270",7676037,7676173,136,0.493034549782664
"pair_2005","spacer_161","spacer_198",7674221,7675125,904,0.492989853052265
"pair_447","spacer_81","spacer_103",7669767,7670646,879,0.492720065359507
"pair_2322","spacer_168","spacer_183",7674262,7674941,679,0.492645963835817
"pair_2483","spacer_171","spacer_212",7674290,7675178,888,0.4925953366772
"pair_1930","spacer_160","spacer_168",7674210,7674262,52,0.492585639401782
"pair_3817","spacer_225","spacer_301",7675998,7676591,593,0.492582999524257
"pair_1490","spacer_145","spacer_170",7673772,7674269,497,0.492565192889745
"pair_600","spacer_96","spacer_107",7670635,7670675,40,0.492504938338688
"pair_3403","spacer_202","spacer_260",7675142,7676142,1000,0.492468474316545
"pair_2497","spacer_172","spacer_185",7674863,7674958,95,0.492427245229987
"pair_3080","spacer_191","spacer_224",7675076,7675227,151,0.492390123590921
"pair_1333","spacer_136","spacer_171",7673716,7674290,574,0.492333339389093
"pair_704","spacer_113","spacer_134",7673251,7673714,463,0.492224588122692
"pair_3291","spacer_198","spacer_224",7675125,7675227,102,0.492110483086369
"pair_3806","spacer_225","spacer_283",7675998,7676254,256,0.492107359625744
"pair_1765","spacer_156","spacer_210",7674196,7675156,960,0.492079844736013
"pair_2736","spacer_180","spacer_197",7674926,7675106,180,0.492001675514546
"pair_4224","spacer_256","spacer_288",7676127,7676266,139,0.491803927622186
"pair_4128","spacer_242","spacer_261",7676089,7676143,54,0.4916275229846
"pair_2908","spacer_186","spacer_191",7674959,7675076,117,0.491626921345355
"pair_1396","spacer_141","spacer_147",7673746,7673788,42,0.491563803138403
"pair_2839","spacer_183","spacer_210",7674941,7675156,215,0.491557914475394
"pair_809","spacer_117","spacer_156",7673536,7674196,660,0.491554120291222
"pair_3276","spacer_197","spacer_242",7675106,7676089,983,0.49154134786994
"pair_1969","spacer_160","spacer_210",7674210,7675156,946,0.491497590041359
"pair_2915","spacer_186","spacer_198",7674959,7675125,166,0.491347280840804
"pair_269","spacer_72","spacer_81",7669706,7669767,61,0.491247148393138
"pair_634","spacer_103","spacer_111",7670646,7670708,62,0.491245987182405
"pair_217","spacer_70","spacer_83",7669692,7669772,80,0.491173346065601
"pair_736","spacer_116","spacer_120",7673539,7673563,24,0.491015383425561
"pair_813","spacer_117","spacer_160",7673536,7674210,674,0.490971865596567
"pair_1417","spacer_141","spacer_168",7673746,7674262,516,0.490971536749259
"pair_2243","spacer_166","spacer_197",7674238,7675106,868,0.490886789888427
"pair_4186","spacer_254","spacer_272",7676124,7676186,62,0.490797696423968
"pair_349","spacer_75","spacer_81",7669736,7669767,31,0.490757450246141
"pair_4296","spacer_260","spacer_288",7676142,7676266,124,0.490748826842886
"pair_2553","spacer_173","spacer_202",7674859,7675142,283,0.49072748973013
"pair_4226","spacer_256","spacer_296",7676127,7676555,428,0.490687475399641
"pair_4063","spacer_236","spacer_254",7676059,7676124,65,0.490590329764975
"pair_1733","spacer_156","spacer_175",7674196,7674870,674,0.490394191130932
"pair_3755","spacer_224","spacer_230",7675227,7676040,813,0.490339253239747
"pair_965","spacer_121","spacer_153",7673559,7673828,269,0.490243188880603
"pair_2341","spacer_168","spacer_202",7674262,7675142,880,0.490191225327866
"pair_102","spacer_39","spacer_52",7667300,7667392,92,0.490115092858669
"pair_928","spacer_120","spacer_154",7673563,7673829,266,0.489989421775743
"pair_1512","spacer_146","spacer_171",7673779,7674290,511,0.48998073141256
"pair_2357","spacer_169","spacer_171",7674266,7674290,24,0.489887878941997
"pair_2612","spacer_175","spacer_183",7674870,7674941,71,0.489872260870312
"pair_1937","spacer_160","spacer_175",7674210,7674870,660,0.489811936436277
"pair_4298","spacer_260","spacer_296",7676142,7676555,413,0.489632374620341
"pair_969","spacer_121","spacer_157",7673559,7674200,641,0.489572439483787
"pair_1764","spacer_156","spacer_209",7674196,7675155,959,0.489513705299788
"pair_2940","spacer_187","spacer_194",7674960,7675079,119,0.489480443693303
"pair_584","spacer_94","spacer_107",7670633,7670675,42,0.489447595225323
"pair_795","spacer_117","spacer_141",7673536,7673746,210,0.489357762944044
"pair_373","spacer_75","spacer_111",7669736,7670708,972,0.489283372069038
"pair_2838","spacer_183","spacer_209",7674941,7675155,214,0.488991775039168
"pair_1968","spacer_160","spacer_209",7674210,7675155,945,0.488931450605133
"pair_4122","spacer_241","spacer_301",7676088,7676591,503,0.488903013244902
"pair_2130","spacer_164","spacer_180",7674234,7674926,692,0.488801300050548
"pair_3349","spacer_200","spacer_236",7675131,7676059,928,0.488594110756514
"pair_2004","spacer_161","spacer_197",7674221,7675106,885,0.488508499725605
"pair_4111","spacer_241","spacer_283",7676088,7676254,166,0.48842737334639
"pair_1802","spacer_157","spacer_194",7674200,7675079,879,0.488234809348966
"pair_4493","spacer_280","spacer_284",7676227,7676258,31,0.487997801291166
"pair_171","spacer_58","spacer_81",7669618,7669767,149,0.487987240587554
"pair_4222","spacer_256","spacer_286",7676127,7676264,137,0.487946450621266
"pair_3388","spacer_202","spacer_226",7675142,7676008,866,0.487730719145677
"pair_3767","spacer_224","spacer_261",7675227,7676143,916,0.48771530487437
"pair_3265","spacer_197","spacer_224",7675106,7675227,121,0.487629129759709
"pair_1473","spacer_145","spacer_153",7673772,7673828,56,0.487558976298171
"pair_2631","spacer_175","spacer_202",7674870,7675142,272,0.487417522362361
"pair_4431","spacer_274","spacer_297",7676192,7676556,364,0.487412931058921
"pair_1458","spacer_144","spacer_159",7673769,7674209,440,0.487212836561014
"pair_486","spacer_83","spacer_106",7669772,7670664,892,0.48711391970648
"pair_2492","spacer_172","spacer_180",7674863,7674926,63,0.487083926449045
"pair_1749","spacer_156","spacer_193",7674196,7675078,882,0.487054584811669
"pair_477","spacer_83","spacer_95",7669772,7670634,862,0.487044154246343
"pair_1311","spacer_136","spacer_149",7673716,7673783,67,0.487030107109811
"pair_924","spacer_120","spacer_150",7673563,7673788,225,0.487022140801572
"pair_3470","spacer_206","spacer_231",7675150,7676037,887,0.486987781689002
"pair_3623","spacer_213","spacer_254",7675179,7676124,945,0.486963187253565
"pair_3985","spacer_230","spacer_287",7676040,7676265,225,0.4869134918767
"pair_2416","spacer_170","spacer_187",7674269,7674960,691,0.486910105920529
"pair_4294","spacer_260","spacer_286",7676142,7676264,122,0.486891349841966
"pair_1477","spacer_145","spacer_157",7673772,7674200,428,0.486888226901355
"pair_2914","spacer_186","spacer_197",7674959,7675106,147,0.486865927514144
"pair_3006","spacer_189","spacer_206",7675057,7675150,93,0.486798046793261
"pair_3785","spacer_225","spacer_241",7675998,7676088,90,0.486538576671998
"pair_2823","spacer_183","spacer_193",7674941,7675078,137,0.486532654551049
"pair_3062","spacer_191","spacer_199",7675076,7675136,60,0.486530891451088
"pair_1953","spacer_160","spacer_193",7674210,7675078,868,0.486472330117014
"pair_4137","spacer_242","spacer_278",7676089,7676232,143,0.486432209687172
"pair_1646","spacer_153","spacer_170",7673828,7674269,441,0.486335220973008
"pair_900","spacer_119","spacer_164",7673559,7674234,675,0.486178446785972
